8725,286, 8707.22975, 1.0, 1376702.3179354537
8738,105
8704,438
8706,440
8712,447
8710,439
8721,377
8694,342
8709,451
8699,391
8686,217
8729,249
8696,371
8708,459
8703,414
8671,54
8684,177
8707,467
8727,252
8732,142
8722,351
8715,406
8702,437
8695,331
8688,261
8731,184
8734,147
8700,416
8689,244
8714,403
8719,400
8718,367
8680,129
8717,387
8683,167
8692,290
8726,271
8681,144
8705,447
8723,270
8728,216
8720,361
8713,411
8711,452
8690,288
8698,397
8716,405
8724,296
8693,312
8691,311
8685,206
8676,93
8677,94
8737,97
8697,382
8667,47
8687,239
8701,403
8733,169
8745,38
8747,36
8741,73
8673,67
8675,98
8740,69
8662,22
8682,188
8742,61
8670,45
8743,76
8757,6
8674,85
8735,115
8669,57
8665,30
8736,122
8668,40
8659,17
8744,64
8730,198
8748,31
8759,5
8746,38
8653,5
8679,120
8654,5
8672,48
8661,12
8663,20
8664,17
8641,1
8751,26
8764,4
8678,98
8749,17
8658,8
8666,34
8753,12
8651,2
8768,1
8739,92
8656,9
8652,3
8756,9
8771,1
8660,19
8750,29
8633,1
8657,6
8755,9
8770,1
8767,3
8774,1
8754,9
8638,1
8655,7
8752,10
8650,3
8649,3
8760,2
8761,4
8758,5
8647,3
8763,3
8637,1
8642,1
8645,1
8640,1
8643,1
8646,1
8639,1
